DOI,Title,Author,Journal,Publication Year,Abstract Note,LitmapsId,Cited By,References,PubMedId
10.1016/B978-0-12-801850-7.00002-0,Moderators of the Ego Depletion Effect,"David D. Loschelder, Malte Friese,",(missing journal),2016,"The present chapter reviews moderators of the ego depletion effect. We organize the plethora of moderators in a two-factor organizing grid in terms of (1) timing and (2) leverage point. The timing factor distinguishes moderators that are active before the start of the first demanding task in the typical dual-task paradigm versus those that are experimentally activated after the first (and before the second) task. The leverage point factor distinguishes whether factors exert their moderating influence through situational state differences of a person, through the (first or second) demanding task itself, or via interpersonal trait differences. We discuss how the reviewed moderators contribute to the debate about underlying processes of the ego depletion effect and how their moderating roles can be explained from the perspectives of two prominent and competing modelsâ€”the strength model and the process model of self-control.",75772653,18,82,
10.1016/J.JESP.2012.03.002,"Motivation, personal beliefs, and limited resources all contribute to self-control","Kathleen D. Vohs, Roy F. Baumeister, Brandon J. Schmeichel,",Journal of Experimental Social Psychology,2012,"What effects do motivation and beliefs have on self-control? We tested this question using a limited resource paradigm, which generally has found that people show poor self-control after prior exertions of self-control. Recent findings have suggested that motivation and even belief in unlimited willpower can render persons immune to ego depletion. We replicated those findings, but also showed they are limited to cases of mild depletion. When depletion is extensive, the effects of motivation and subjective belief vanished and in one case reversed. After performing only one self-control task, the typical pattern of self-regulation impairment was ameliorated among people who were encouraged to regard willpower as unlimited (Experiment 1) or motivated by task importance (Experiment 2). Those manipulations failed to improve performance among severely depleted persons who had done multiple self-control tasks. These findings integrate ideas of limited resources, motivation, and beliefs in understanding the nature of self-control over time.",13969448,202,25,
10.1038/S41598-019-46103-0,No Effect of Ego Depletion on Risk Taking,"Lina Koppel, David Andersson, Daniel VÃ¤stfjÃ¤ll, Gustav TinghÃ¶g,",(missing journal),2019,"We investigated the effect of ego depletion on risk taking. Specifically, we conducted three studies (total nâ€‰=â€‰1,716) to test the prediction that ego depletion results in decisions that are more strongly in line with prospect theory, i.e., that ego depletion reduces risk taking for gains, increases risk taking for losses, and increases loss aversion. Ego depletion was induced using two of the most common manipulations from previous literature: the letter â€˜eâ€™ task (Studies 1 and 3) and the Stroop task (Study 2). Risk taking was measured using a series of standard, incentivized economic decision-making tasks assessing risk preferences in the gain domain, risk preferences in the loss domain, and loss aversion. None of the studies revealed a significant effect of ego depletion on risk taking. Our findings cast further doubts about the ability of ego-depletion manipulations to affect actual behavior in experimental settings.",169101875,7,46,31278364
10.1371/JOURNAL.PONE.0147770,No Evidence of the Ego-Depletion Effect across Task Characteristics and Individual Differences: A Pre-Registered Study,"John H Lurquin, L. Michaelson, Jane E. Barker, D. Gustavson, C. C. von Bastian, N. Carruth, A. Miyake,",PloS one,2016,"Ego-depletion, a psychological phenomenon in which participants are less able to engage in self-control after prior exertion of self-control, has become widely popular in the scientific community as well as in the media. However, considerable debate exists among researchers as to the nature of the ego-depletion effect, and growing evidence suggests the effect may not be as strong or robust as the extant literature suggests. We examined the robustness of the ego-depletion effect and aimed to maximize the likelihood of detecting the effect by using one of the most widely used depletion tasks (video-viewing attention control task) and by considering task characteristics and individual differences that potentially moderate the effect. We also sought to make our research plan transparent by pre-registering our hypotheses, procedure, and planned analyses prior to data collection. Contrary to the ego-depletion hypothesis, participants in the depletion condition did not perform worse than control participants on the subsequent self-control task, even after considering moderator variables. These findings add to a growing body of evidence suggesting ego-depletion is not a reliable phenomenon, though more research is needed that uses large sample sizes, considers moderator variables, and pre-registers prior to data collection.",106735086,123,54,26863227
10.1177/0146167201279008,Ostracism and Ego Depletion: The Strains of Silence,"Natalie J. Ciarocco, K. Sommer, R. Baumeister,",(missing journal),2001,"Two studies examined whether ostracizing someone depletes psychological resources in the ostracizer. In Study 1, people who followed instructions to avoid conversation with a confederate for 3 minutes later showed decrements in persistence on unsolvable problems. In Study 2, ostracizers showed subsequent impairments in physical stamina on a handgrip task. Although ostracism affected mood too, mood did not appear to mediate the main findings. Past work has shown that ostracism has negative consequences for the victim, but the present results indicate that ostracism has a harmful impact on the ostracizer too.",146665093,149,14,
10.1002/EJSP.350,Overcoming ego depletion : The influence of exemplar priming on self-control performance,"C. Martijn, H. Alberts, H. Merckelbach, R. Havermans, A. Huijts, N. D. Vries,",(missing journal),2007,"Self-regulation research suggested that active self-control depends on a limited resource. Therefore the capacity for self-control is lower among people who already exercised control, a phenomenon labelled as ego depletion. This experiment examines whether priming of a persistent person exemplar may help to overcome ego depletion. Half of the participants engaged in a demanding self-control task (solving extremely difficult labyrinths) whereas the other half took part in a task that demanded little self-control (solving easy labyrinths). Then, half of the participants received a person exemplar prime related to persistence; the other half received a neutral prime. Finally, participants' persistence on a subsequent self-control task (squeezing a handgrip) was measured. The effect of a person exemplar prime on a subsequent self-control task depended on initial self-control demands. Participants who exercised high initial self-control and were then presented with a persistent exemplar prime showed assimilation. Their handgrip persistence was higher than the persistence of participants who received a neutral prime. Under conditions of low initial self-control the opposite pattern was found. A persistent person prime resulted in contrast and resulted in lower handgrip performance as compared to those who received a neutral prime.",167563164,81,17,
10.3389/FPSYG.2014.00823,Publication bias and the limited strength model of self-control: has the evidence for ego depletion been overestimated?,"Evan C. Carter, M. McCullough,",Front. Psychol.,2014,"Few models of self-control have generated as much scientific interest as has the limited strength model. One of the entailments of this model, the depletion effect, is the expectation that acts of self-control will be less effective when they follow prior acts of self-control. Results from a previous meta-analysis concluded that the depletion effect is robust and medium in magnitude (d = 0.62). However, when we applied methods for estimating and correcting for small-study effects (such as publication bias) to the data from this previous meta-analysis effort, we found very strong signals of publication bias, along with an indication that the depletion effect is actually no different from zero. We conclude that until greater certainty about the size of the depletion effect can be established, circumspection about the existence of this phenomenon is warranted, and that rather than elaborating on the model, research efforts should focus on establishing whether the basic effect exists. We argue that the evidence for the depletion effect is a useful case study for illustrating the dangers of small-study effects as well as some of the possible tools for mitigating their influence in psychological science.",109443485,307,67,25126083
10.1016/J.JESP.2006.05.007,Restoring the self: Positive affect helps improve self-regulation following ego depletion,"Dianne M. Tice, Roy F. Baumeister, Dikla Shmueli, Mark Muraven,",Journal of Experimental Social Psychology,2007,"Previous work has shown that acts of self-regulation appear to deplete a psychological resource, resulting in poorer self-regulation subsequently. Four experiments using assorted manipulations and measures found that positive mood or emotion can counteract ego depletion. After an initial act of self-regulation, participants who watched a comedy video or received a surprise gift self-regulated on various tasks as well as non-depleted participants and significantly better than participants who experienced a sad mood induction, a neutral mood stimulus, or a brief rest period.",6103315,745,17,
10.1037/PSPI0000099,Reverse Ego-Depletion: Acts of Self-Control Can Improve Subsequent Performance in Indian Cultural Contexts,"Krishna Savani, V. Job,",Journal of personality and social psychology,2017,"The strength model of self-control has been predominantly tested with people from Western cultures. The present research asks whether the phenomenon of ego-depletion generalizes to a culture emphasizing the virtues of exerting mental self-control in everyday life. A pilot study found that whereas Americans tended to believe that exerting willpower on mental tasks is depleting, Indians tended to believe that exerting willpower is energizing. Using dual task ego-depletion paradigms, Studies 1a, 1b, and 1c found reverse ego-depletion among Indian participants, such that participants exhibited better mental self-control on a subsequent task after initially working on strenuous rather than nonstrenuous cognitive tasks. Studies 2 and 3 found that Westerners exhibited the ego-depletion effect whereas Indians exhibited the reverse ego-depletion effect on the same set of tasks. Study 4 documented the causal effect of lay beliefs about whether exerting willpower is depleting versus energizing on reverse ego-depletion with both Indian and Western participants. Together, these studies reveal the underlying basis of the ego-depletion phenomenon in culturally shaped lay theories about willpower.",118489942,105,68,28581300
10.1080/01973533.2018.1530671,Revisiting Ego Depletion: Moderators and Measurement,"Ranjit K. Singh, A. GÃ¶ritz,",Basic and Applied Social Psychology,2019,"abstract We developed and validated two web-based tasks to induce and measure ego depletion in two online experiments (Nâ€‰=â€‰122 and Nâ€‰=â€‰788). Ego depletion describes the phenomenon that exerting self-control temporarily reduces peopleâ€™s capacity to subsequently control themselves. To induce ego depletion, we adapted the e-crossing task, and to measure ego depletion, we adapted the color Stroop task. We successfully induced ego depletion. Participantsâ€™ implicit theories about willpower as well as their mood moderated ego depletion. We also discuss several methodological issues and compare different approaches of measuring ego depletion using aggregated reaction times.",25451043,11,58,
10.1037/0022-3514.74.3.774,Self-control as limited resource: regulatory depletion patterns.,"M. Muraven, D. Tice, R. Baumeister,",Journal of personality and social psychology,1998,"If self-regulation conforms to an energy or strength model, then self-control should be impaired by prior exertion. In Study 1, trying to regulate one's emotional response to an upsetting movie was followed by a decrease in physical stamina. In Study 2, suppressing forbidden thoughts led to a subsequent tendency to give up quickly on unsolvable anagrams. In Study 3, suppressing thoughts impaired subsequent efforts to control the expression of amusement and enjoyment. In Study 4, autobiographical accounts of successful versus failed emotional control linked prior regulatory demands and fatigue to self-regulatory failure. A strength model of self-regulation fits the data better than activation, priming, skill, or constant capacity models of self-regulation.",48066765,1994,72,9523419
10.1037/0022-3514.92.2.325,Self-control relies on glucose as a limited energy source: willpower is more than a metaphor.,"M. Gailliot, R. Baumeister, C. DeWall, J. Maner, E. Plant, D. Tice, Lauren Brewer, B. Schmeichel,",Journal of personality and social psychology,2007,"The present work suggests that self-control relies on glucose as a limited energy source. Laboratory tests of self-control (i.e., the Stroop task, thought suppression, emotion regulation, attention control) and of social behaviors (i.e., helping behavior, coping with thoughts of death, stifling prejudice during an interracial interaction) showed that (a) acts of self-control reduced blood glucose levels, (b) low levels of blood glucose after an initial self-control task predicted poor performance on a subsequent self-control task, and (c) initial acts of self-control impaired performance on subsequent self-control tasks, but consuming a glucose drink eliminated these impairments. Self-control requires a certain amount of glucose to operate unimpaired. A single act of self-control causes glucose to drop below optimal levels, thereby impairing subsequent attempts at self-control.",74775475,1261,77,17279852
10.1037/0033-2909.126.2.247,Self-regulation and depletion of limited resources: does self-control resemble a muscle?,"M. Muraven, R. Baumeister,",Psychological bulletin,2000,"The authors review evidence that self-control may consume a limited resource. Exerting self-control may consume self-control strength, reducing the amount of strength available for subsequent self-control efforts. Coping with stress, regulating negative affect, and resisting temptations require self-control, and after such self-control efforts, subsequent attempts at self-control are more likely to fail. Continuous self-control efforts, such as vigilance, also degrade over time. These decrements in self-control are probably not due to negative moods or learned helplessness produced by the initial self-control attempt. These decrements appear to be specific to behaviors that involve self-control; behaviors that do not require self-control neither consume nor require self-control strength. It is concluded that the executive component of the self--in particular, inhibition--relies on a limited, consumable resource.",169622246,4069,113,10748642
10.1016/J.NEUROPSYCHOLOGIA.2014.08.012,"Self-regulation, ego depletion, and inhibition","Roy F. Baumeister,",Neuropsychologia,2014,"Inhibition is a major form of self-regulation. As such, it depends on self-awareness and comparing oneself to standards and is also susceptible to fluctuations in willpower resources. Ego depletion is the state of reduced willpower caused by prior exertion of self-control. Ego depletion undermines inhibition both because restraints are weaker and because urges are felt more intensely than usual. Conscious inhibition of desires is a pervasive feature of everyday life and may be a requirement of life in civilized, cultural society, and in that sense it goes to the evolved core of human nature. Intentional inhibition not only restrains antisocial impulses but can also facilitate optimal performance, such as during test taking. Self-regulation and ego depletion- may also affect less intentional forms of inhibition, even chronic tendencies to inhibit. Broadly stated, inhibition is necessary for human social life and nearly all societies encourage and enforce it.",136060844,275,45,25149821
10.1207/S15327965PLI0701_1,Self-Regulation Failure: An Overview,"R. Baumeister, T. Heatherton,",(missing journal),1996,"The major patterns of self-regulatory failure are reviewed. Underregulation occurs because of deficient standards, inadequate monitoring, or inadequate strength. Misregulation occurs because of false assumptions or misdirected efforts, especially an unwarranted emphasis on emotion. The evidence supports a strength (limited resource) model of self-regulation and suggests that people often acquiesce in losing control. Loss of control of attention, failure of transcendence, and various lapse-activated causes all contribute to regulatory failure.",123736526,2049,76,
10.1371/JOURNAL.PONE.0199554,Self-reports from behind the scenes: Questionable research practices and rates of replication in ego depletion research,"W. Wolff, Lorena Baumann, C. Englert,",PLoS ONE,2018,"The strength model of self-control is one of the most influential and well-established models of self-regulation in social psychology. However, recent attempts to replicate the ego depletion effect have sometimes failed. The goal of this study is to investigate self-reported replication rates and the frequency of a set of questionable research practices (QRP) in ego depletion research. A literature search resulted in 1721 researchers who had previously published on ego depletion. They were invited to participate in an anonymous online survey. The respondents (n = 277), on average, had published over three papers on ego depletion, and had completed more than two additional, unpublished studies. Respondents indicated that in more than 40% of their studies, results were similar in magnitude to those reported in the existing literature, and more than 60% reported conducting a priori power analyses. 39.2% of respondents were aware of other researchers who engaged in the surveyed QRPâ€™s, while 37.7% affirmed to have employed said QRPâ€™s. These results underline the importance of reducing QRPâ€™s to reliably test the validity of the ego depletion effect.",31511554,37,48,29940020
10.1111/J.1467-9280.2006.01695.X,Stigma as Ego Depletion,"M. Inzlicht, Linda Mckay, Joshua Aronson,",Psychological science,2006,"This research examined whether stigma diminishes people's ability to control their behaviors. Because coping with stigma requires self-regulation, and self-regulation is a limited-capacity resource, we predicted that individuals belonging to stigmatized groups are less able to regulate their own behavior when they become conscious of their stigmatizing status or enter threatening environments. Study 1 uncovered a correlation between stigma sensitivity and self-regulation; the more Black college students were sensitive to prejudice, the less self-control they reported having. By experimentally activating stigma, Studies 2 and 3 provided causal evidence for stigma's ego-depleting qualities: When their stigma was activated, stigmatized participants (Black students and females) showed impaired self-control in two very different domains (attentional and physical self-regulation). These results suggest that (a) stigma is ego depleting and (b) coping with it can weaken the ability to control and regulate one's behaviors in domains unrelated to the stigma.",198149247,333,40,16507068
10.1016/BS.AESP.2016.04.001,"Strength Model of Self-Regulation as Limited Resource: Assessment, Controversies, Update","Roy F. Baumeister, Kathleen D. Vohs,",Advances in Experimental Social Psychology,2016,"The strength model of self-regulation holds that self-regulation operates by consuming a limited energy resource, thereby producing a state called ego depletion in which volition is curtailed because of low energy. We present our research program on ego depletion as well as much relevant work contributed by others. Challenges to the theory have emphasized allocation rather than depletion of resources, research participant expectations and obligations, changes in motivation and attention, beliefs and implicit theories, perceptions about depletion and vicarious depletion, glucose anomalies, and feelings of autonomy. We conclude that the theory needs revision and updating to accommodate the new findings, and we indicate the requisite changes. Furthermore, we conclude that the strength model is much better able than the rival accounts to explain all available evidence. Most of the rival accounts are compatible with it and indeed work best by sustaining the assumption that self-regulation relies on a limited resource.",127054543,187,170,
10.1177/0956797620904990,Strong Effort Manipulations Reduce Response Caution: A Preregistered Reinvention of the Ego-Depletion Paradigm:,"Hause Lin, Blair Saunders, Malte Friese, Nathan J. Evans, Michael Inzlicht,",Psychological Science,2020,"People feel tired or depleted after exerting mental effort. But even preregistered studies often fail to find effects of exerting effort on behavioral performance in the laboratory or elucidate the underlying psychology. We tested a new paradigm in four preregistered within-subjects studies (N = 686). An initial high-demand task reliably elicited very strong effort phenomenology compared with a low-demand task. Afterward, participants completed a Stroop task. We used drift-diffusion modeling to obtain the boundary (response caution) and drift-rate (information-processing speed) parameters. Bayesian analyses indicated that the high-demand manipulation reduced boundary but not drift rate. Increased effort sensations further predicted reduced boundary. However, our demand manipulation did not affect subsequent inhibition, as assessed with traditional Stroop behavioral measures and additional diffusion-model analyses for conflict tasks. Thus, effort exertion reduced response caution rather than inhibitory control, suggesting that after exerting effort, people disengage and become uninterested in exerting further effort.",260895223,45,25,32315259
10.1027/1864-9335/A000376,Sweet Nothings,"A. Finley, David Tang, B. Schmeichel,",Social Psychology,2019,"Prior research has suggested that circulating levels of glucose in the bloodstream help to determine success at self-control. However, this idea has been challenged on multiple grounds. The current research added new evidence to the debate by testing (1) the extent to which exercising self-control reduces blood glucose levels, (2) whether consuming glucose, rinsing the mouth with glucose, or consuming aspartame (a sugar substitute) increases blood glucose levels, and (3) the extent to which measured blood glucose levels relate to emotional responding, delay discounting, and cognitive control, respectively. We found no evidence that blood glucose levels influence or are influenced by self-control.",166646145,9,40,
10.1371/JOURNAL.PONE.0213026,Testing the ego-depletion effect in optimized conditions,"RÃ©mi Radel, Mathieu Gruet, Krystian Barzykowski,",PLOS ONE,2019,"The observation that exerting self-control in an initial task impairs subsequent self-control performance in a following task has been used to explain a wide range of phenomena. If evidence for this  effect was initially believed to be strong, it is now questioned. Recent meta-analyses indicated that this effect was sensitive to publication bias and that it was greatly reduced after control for this bias. In a pre-registered replication attempt where an ego-depletion protocol was conducted in multiple independent laboratories, the effect was not distinguishable from zero. Here, a different approach is adopted to examine the validity of this effect by improving the experimental protocol with the addition of important methodological precautions: 1) a pre-test measurement, 2) a learning period, 3) a prolonged depleting task, 4) a similar control condition, and 5) valid indexes of self-control. Accordingly, a well-learned Simon task was done before and after 1h of continuous practice of a Stroop task in a high inhibition demands condition (75% of incongruent trials) or in a control condition (0% of incongruent trials). Datasets from between-subjects (Study 1, N = 82) and within-subjects (Study 2, N = 52) experiments were analyzed using generalized linear mixed models. A significant ego-depletion effect was found in Study 1 (greater interference effect and accuracy decline in high inhibition demands than in control condition) but not in Study 2. Because it is difficult to explain this difference in results, the findings suggest that, even in a context chosen to optimize the observation of an ego-depletion effect, it seems difficult to be conclusive about the existence of this effect.",27221695,8,45,30845243
10.1016/J.APPET.2016.07.021,Testing the role of glucose in self-control: A meta-analysis,"Junhua Dang,",Appetite,2016,"The glucose view of self-control posited glucose as the physiological substrate of self-control â€œresourceâ€, which results in three direct corollaries: 1) engaging in a specific self-control activity would result in reduced glucose level; 2) the remaining glucose level after initial exertion of self-control would be positively correlated with following self-control performance; 3) restoring glucose by ingestion would help to improve the impaired self-control performance. The current research conducted a meta-analysis to test how well each of the three corollaries of the glucose view would be empirically supported. We also tested the restoring effect of glucose rinsing on subsequent self-control performance after initial exertion. The results provided clear and consistent evidence against the glucose view of self-control such that none of the three corollaries was supported. In contrast, the effect of glucose rinsing turned out to be significant, but with alarming signs of publication bias. The implications and future directions are discussed.",169577241,30,66,27492453
10.3724/SP.J.1042.2017.01261,The effect and countermeasure of ego depletion on workplace safety,"Pan Ailing, Xu Yaoshan, Li Yongjuan,",(missing journal),2017,"To maintain workplace safety, it is important to improve employeesâ€™ safety behavior. However, the depletion of limited self-control resources may result in an impaired self-control capacity, which in turn results in unsafe behavior. Based on Ego Depletion Model, the purpose of the current study is to explore the resources of ego depletion, the negative effect of ego depletion on safety behavior, and the countermeasures of ego depletion effect. Specifically, the current studies will explore the ways in which self-controls job demands and abusive supervision negatively influence employeesâ€™ safety behavior through depletion; and the two possible countermeasures that may overcome the effect of ego depletion by examining the moderating effect of trait self-control ability and automatic safety motivation. In addition, the current research will use heart rate variability (HRV) as electrophysiological index of self-control ability and ego depletion. Flied study, experimental study as well as electrophysiological measures will be used to test these research questions above. This research helps to understand why unsafe behaviors occur at workplace through a limited self-control recourse perspective, thereby providing novel insight into safety behavior improve intervention programs.",21565778,5,59,
(missing DOI),The Effects of Ego Depletion and Gender on Persuasion,"Babajide Gideon Adeyinka, Blessing N. Ome,",(missing journal),2014,Ego depletion undermines resistance to persuasion. The current study investigated the effects of ego depletion and gender on persuasion using a between-subject factorial design. It was hypothesized that ego depletion would influenced persuasion. It was also predicted that males would be more likely to be influence by persuasion than females and that the effect of ego depletion on persuasion will differ as a function of gender. The results indicated that gender significantly influenced persuasion. There was no main effect of ego depletion on persuasion and there was no significant interaction between ego depletion and gender. This study suggests that the stereotypical impression of women as feeble-minded individuals who are easily persuaded ought to be reevaluated.,144558035,0,0,
10.1027/1864-9335/A000370,The Expression of Ego Depletion,"P. Furley, Sebastian Kohlhaas, C. Englert, A. Nieuwenhuys, A. Bertrams,",Social Psychology,2019,"Is depleted self-control capacity detectable from thin slices of behavior? In four video-conditions (early-depleted; early-non-depleted; late-depleted; late-non-depleted) untrained observers rated target personsâ€™ available self-control capacity in Experiments 1 and 2 (without sound) and in terms of fatigue and negative affect (Experiment 3). Videos were analyzed with Noldus FaceReader software (Experiment 4). Ego depletion could reliably be detected from thin slices of behavior. Nonverbal expressions coinciding with ego depletion are associated with cues signaling momentary levels of self-control capacity, fatigue, and some negative affective states. FaceReader analyses indicated that facial expressions coinciding with ego depletion are subtle and are extractable from facial dynamics rather than expression intensities. Results indicate that self-control depletion might not only have intrapersonal effects, but also interpersonal effects.",88551281,5,71,
10.1016/J.JESP.2012.02.003,The idea of money counteracts ego depletion effects,"Helen C. Boucher, Monthe N. Kofos,",Journal of Experimental Social Psychology,2012,"Self-control draws upon a resource that is limited, such that acts of self-control deplete the resource, causing performance on subsequent acts of self-control to suffer. In this research, we demonstrate that activating the concept of money can buffer this ego depletion effect. Across two experiments using varied operationalizations of self-control, participants completed an initial task that depleted self-control resources or not, were then reminded of money or neutral concepts, and finally, completed a second task requiring self-control. In both experiments, among depleted participants, those reminded of money performed better on the second self-control task than those reminded of neutral concepts. Additional analyses in Experiment 2 suggest that this buffering effect was due to money reducing both the subjective difficulty and effort required on the second self-control task.",11500391,108,35,
10.1027/1864-9335/A000365,The Limits of Ego Depletion,"M. Wenzel, Marina Lind, Zarah Rowland, Daniela Zahn, T. Kubiak,",Social Psychology,2016,"Evidence on the existence of the ego depletion phenomena as well as the size of the effects and potential moderators and mediators are ambiguous. Building on a crossover design that enables superior statistical power within a single study, we investigated the robustness of the ego depletion effect between and within subjects and moderating and mediating influences of the ego depletion manipulation checks. Our results, based on a sample of 187 participants, demonstrated that (a) the between- and within-subject ego depletion effects only had negligible effect sizes and that there was (b) large interindividual variability that (c) could not be explained by differences in ego depletion manipulation checks. We discuss the implications of these results and outline a future research agenda.",238650678,7,55,
10.1080/1750984X.2021.2004610,The mechanisms underpinning the effects of self-control exertion on subsequent physical performance: a meta-analysis,"Raymon Hunte, Simon B. Cooper, Ian M. Taylor, Mary E. Nevill, Ruth Boat,",(missing journal),2021,"Prior self-control exertion is consistently reported to cause decrements in subsequent physical performance. However, research into the explanatory mechanisms underpinning the effect is limited and has not been assessed under a meta-analytical lens. Therefore, the present study reports a meta-analysis examining the effects of self-control exertion on subsequent physical performance, as well as the mechanisms underpinning the effect.   A systematic search of relevant databases was conducted to identify studies that utilized the sequential task paradigm, involving self-control manipulations lasting 30 minutes or less, and examined an aspect of physical performance. Random effects meta-analysis demonstrated that the prior exertion of self-control resulted in a statistically significant medium sized negative effect of prior self-control exertion on subsequent physical performance (gâ€‰=â€‰âˆ’0.55). Further analysis revealed a small increase in initial perceptions of pain (gâ€‰=â€‰0.18) and a medium sized reduction in self-efficacy (gâ€‰=â€‰âˆ’0.48), while motivation and RPE were unaffected following the exertion of self-control.   The present study provides a novel insight into the mechanisms underpinning the effects of prior self-control exertion on subsequent physical performance. Initial perceptions of pain and self-efficacy appear important mechanisms and thus could be targeted in future interventions aimed at attenuating the effects of self-control exertion to enhance subsequent physical performance.",147235308,6,76,
10.1177/1088868315597841,The Nature of Self-Regulatory Fatigue and â€œEgo Depletionâ€,"Daniel R. Evans, I. Boggero, S. Segerstrom,",Personality and Social Psychology Review,2016,"Self-regulation requires overriding a dominant response and leads to temporary self-regulatory fatigue. Existing theories of the nature and causes of self-regulatory fatigue highlight physiological substrates such as glucose, or psychological processes such as motivation, but these explanations are incomplete on their own. Historically, theories of physical fatigue demonstrate a similar pattern of useful but incomplete explanations, as recent views of physical fatigue emphasize the roles of both physiological and psychological factors. In addition to accounting for multiple inputs, these newer views also explain how fatigue can occur even in the presence of sufficient resources. Examining these newer theories of physical fatigue can serve as a foundation on which to build a more comprehensive understanding of self-regulatory fatigue that integrates possible neurobiological underpinnings of physical and self-regulatory fatigue, and suggests the possible function of self-regulatory fatigue.",163847945,123,205,26228914
10.31234/OSF.IO/Q8R4M,"The past, present, and future of ego depletion","Michael Inzlicht, Malte Friese,",(missing journal),2019,"At the center of social psychology just a few years ago, ego depletion is now widely seen as a controversial topic, one of the chief victims of the replication crisis. Despite over 600 studies of apparent support, many are now asking if ego depletion is even real. Here, we comment on the articles included in this Special Issue: Ego Depletion. Specifically, we delineate the contributions and limitations of these articles by embedding them in a brief history of ego depletion, describing the current state of uncertainty about ego depletionâ€™s scientific status, and outlining necessary steps for the study of ego depletion to have a healthy future. To us, the most troubling aspect of this controversy is not what is suggests about ego depletion; but what it suggests about social psychology more broadly. If the mere existence of ego depletion is seriously doubted by many, what can be confidently regarded as real in social psychology? By increasing the precision of our theories, continuously validating our manipulations and measures, and practicing the full suite of open science practices we have the potential to identify legitimate and robust effects and build a cumulative and trustworthy psychological science.",119633172,94,81,
10.1016/J.JESP.2021.104133,The role of task similarity for ego depletion: a registered report,"Pierpaolo Primoceri, Nicolas Ramer, Johannes Ullrich, Veronika Job,",Journal of Experimental Social Psychology,2021,"Ego depletion refers to decrements in self-control performance resulting from prior use of self-control. The ego depletion effect has received much research attention, but the more recent literature reports small or null effects. This registered report examined the moderating effect of task similarity on the ego depletion effect. We predicted a crossover interaction between type of primary and secondary task such that engaging in a demanding self-control task should lead to better performance in the secondary task when it is similar to the primary task (facilitation effect) but worse performance when it is dissimilar (ego depletion). In a preregistered pilot study, NÂ =Â 80 participants first completed either a visual stop-signal task (SST) or a simple lexical categorization task. They proceeded with one of four tasks classified as increasingly dissimilar based on their underlying operations and executive functions: (1) auditory stop-signal task, (2) Stroop task, (3) Eriksen flanker task, and (4) unsolvable anagrams. Both the pilot study and a high-powered registered replication (NÂ =Â 300) revealed the predicted interaction effect. However, evidence for facilitation from similar tasks was stronger than evidence for depletion from dissimilar tasks. Together, these findings highlight the important role of task similarity for the study of ego depletion and related phenomena.",123320393,6,78,
10.1111/J.1467-8721.2007.00534.X,The Strength Model of Self-Control,"R. Baumeister, K. Vohs, D. Tice,",Encyclopedia of Behavioral Medicine,2007,"Self-control is a central function of the self and an important key to success in life. The exertion of self-control appears to depend on a limited resource. Just as a muscle gets tired from exertion, acts of self-control cause short-term impairments (ego depletion) in subsequent self-control, even on unrelated tasks. Research has supported the strength model in the domains of eating, drinking, spending, sexuality, intelligent thought, making choices, and interpersonal behavior. Motivational or framing factors can temporarily block the deleterious effects of being in a state of ego depletion. Blood glucose is an important component of the energy.",148225039,2285,83,
10.1027/1864-9335/A000399,Time to Set a New Research Agenda for Ego Depletion and Self-Control,"Junhua Dang, Martin S. Hagger,",Social Psychology,2019,"The conceptualization of self-control capacity as a domain-general limited resource, and the accompanying state of low self-control resource, known as the ego depletion effect, has received considerable attention in social psychology literature. The effect has also been widely publicized in popular media largely due to its elegant simplicity and intuitive appeal. Since its inception (Baumeister, Bratslavsky, Muraven, & Tice, 1998; Muraven, Tice, & Baumeister, 1998), the ego depletion effect has been a â€œhotâ€ topic of research and has stimulated hundreds of laboratory studies to test the effect (Hagger, Wood, Stiff, & Chatzisarantis, 2010).",86000811,9,46,
10.1016/J.JESP.2012.03.007,"Too fatigued to care: Ego depletion, guilt, and prosocial behavior","Hanyi Xu, Laurent BÃ¨gue, Brad J. Bushman,",Journal of Experimental Social Psychology,2012,"Although guilt feels bad to the individual, it is good for society because guilty feelings can prompt people to perform good deeds. This study tests whether fatigue decreases guilty feelings and subsequent prosocial behavior. Participants were randomly assigned to a depletion condition in which they watched a movie about butchering animals for their meat or skin and were told to express no emotions, or to a no-depletion condition in which they watched the same movie, but could express their emotions. Having participants play a game in which another person was punished for their errors induced guilt. Finally, participants played a dictator game in which they could leave money for the next participant. After the experiment, participants could also anonymously donate money to an anti-AIDS charity. The results showed that depleted participants felt less guilty than did non-depleted participants, and the less guilty participants felt the less helpful they were.",207271270,127,19,
