DOI,Title,Author,Journal,Publication Year,Abstract Note,LitmapsId,Cited By,References,PubMedId
10.3390/BS10110165,No Laughing Matter: How Humor Styles Relate to Feelings of Loneliness and Not Mattering,"K. MacDonald, Anjali Kumar, J. Schermer",Behavioral sciences,2020,"Loneliness and feeling that one does not matter are closely linked, but further investigation is needed to determine differentiating features. The relationship between not mattering to others (anti-mattering) and loneliness was explored by assessing how the two constructs correlated with an interpersonal dimension, specifically four humor styles (affiliative, self-enhancing, self-defeating, and aggressive). One hundred and fifty-eight women and 96 men completed a three-item loneliness scale, a new measure of anti-mattering, and a humor styles questionnaire. Confirmatory factor analysis results indicated that the new anti-mattering measure is a unidimensional scale. Loneliness and anti-mattering were strongly correlated, and each correlated in the same direction with approximately the same magnitude as the four humor styles. The discussion concludes that anti-mattering and loneliness are strongly linked, a finding which may be important in psychological treatment. Humor styles also play a role in psychological well-being and present a unique pathway to mental health.",223479149,15,36,33120905
10.1016/J.JESP.2021.104169,No laughing matter: Why humor mistakes are more damaging for men than women,"Taly Reich, Sam J. Maglio, Alexander Goldklank Fulmer",Journal of Experimental Social Psychology,2021,"People of all genders regularly pursue both personal and professional objectives. To the latter, research has documented substantial barriers for women, especially when they make mistakes. As articulated by role congruity theory, their stereotypically communal nature appears at odds with the agentic objectives frequently seen as inherent to the workplace. To the former, though, how are women (versus men) evaluated in pursuit of communal objectives? We propose that observers are more likely to see men (versus women) as less successful after mistakes in the interpersonal realm. Nine preregistered experiments (N = 5400) test this proposition by targeting, specifically, the use of humor. They provide evidence for a process model by which women (versus men) who falter are still seen as more attentive, causing their mistakes to seem less substantial and bolstering downstream evaluations of them. Implications for gender, humor, and mistakes are discussed.",116318945,3,39,
10.1515/HUMR.2010.016,Offensive jokes: How do they impact long-term relationships?,"Jeffrey A. Hall, K. Sereno",(missing journal),2010,"This article explores the impact of the use of negative humor on relational satisfaction and the importance of humor in long-term relationships from a coorientation perspective. Dyadic data from 123 couples were gathered using a survey measuring positive and negative humor use. These data were analyzed using structural equations modeling and the Actor-Partner Independence Model (Kenny et al., Dyadic data analysis, The Guilford Press, 2006: 144). Negative humor weakly predicted relational outcomes, but was valuable when partners saw themselves as possessing a shared sense of humor. Men acknowledge that their own public negative humor use negatively impacts the importance of humor in their relationship. Perceived similarity in negative humor use positively predicts relational satisfaction for both partners, and positively predicts the importance of humor for men, regardless of how much positive humor the couple uses. Accurately knowing a partner's negative humor use, or having greater understanding, negatively predicted relational outcomes.",228907272,19,31,
10.1145/3441000.3441074,Online Dating Meets Artificial Intelligence: How the Perception of Algorithmically Generated Profile Text Impacts Attractiveness and Trust,"Yihan Wu, Ryan M. Kelly",OZCHI,2020,"Online dating systems are widely used to meet romantic partners, yet people often struggle to write attractive profiles on these applications. Artificial intelligence (AI) has the potential to help online daters by automatically generating profile content, but little research has explored how the use of AI in online dating could affect users’ perceptions of one another. The present study investigated how the perceived involvement of AI influences ratings of attractiveness and trust in online dating. In a between-subjects experiment, participants (N = 48) were presented with the text of 10 dating profiles and were told that the profiles had been written by humans or with the help of AI. We found that the perceived involvement of AI did not have a significant impact on attractiveness, but that it did lead to a significant reduction in trustworthiness of the profile author. We interpret our findings through the lens of social information processing theory, discussing the tradeoffs associated with designing to reveal or hide the use of AI in online dating.",79974922,2,40,
10.1515/HUMR.1997.10.1.77,On the role of humor appreciation in interpersonal attraction: It’s no joking matter,"A. Cann, L. Calhoun, J. Banks",(missing journal),1997,"The belief that another person shares your appreciation for humor is likely to exert a powerful effect on interpersonal attraction because sense of humor is a highly valued quality in others, and an important personal characteristic. In an attitude similarity-interpersonal attraction laboratory experiment, participants were led to believe an unseen stranger had manyf or very few, similar attitudes. In addition, participants were allowed to interact, via an intercom, with the stranger, in order to relate a favorite joke. The stranger responded positively or neutrally to the joke. Although both attitude similarity and response to the joke influenced ratings of interpersonal attraction in the expected direction, the positive response to the joke was sufficiently powerful to overcome attitude dissimilarity. A dissimilar stranger who responded positively to the joke was more attractive than a similar stranger who responded neutrally. The results are interpreted äs indicating that some dimensions of similarity are more important than others, and that humor appreciation may be an especially critical dimension. We are attracted to those others whose views we believe are similar to our own. From the early observations of Aristotle (1932), to the Undings of current social psychological research (Smeaton, Byrne, and Murnen 1989), this has been a consistent theme, and a robust relationship (Byrne et al. 1971). Although the similarity-attraction relationship has been extended to personality (Caspi and Harbener 1990; Thelen, Fishbein, and Tatten 1985) and physical appearance (Feingold 1990) similarity, the primary focus, and most consistent results, have involved similarity of attitudes and beliefs. Humor 10-1 (1997), 77-89. 0933-1719/97/0010-0077 © Walter de Gruyter 78 A. Cann, L. G. Calhoun, and J. S. Banks The underlying process assumed to be driving the similarity-attraction relationship is the reinforcement (positive affect) that results either from believing another supports your views (Byrne and Clore 1970), or, possibly, from the expectation that one who agrees with you will like you (Condon and Crano 1988), creating a mutually satisfying reciprocal relationship. As the proportion of similar attitudes increases, positive affect increases, and attraction grows (Byrne and Nelson 1965). The only limiting factor is that the similarity of attitudes and beliefs must be recognized if it is to positively affect attraction. Thus, it is the perception of similarity, not the reality, that determines the expressed degree of attraction (Byrne and Blaylock 1963). The particular attitudes or beliefs that are believed to be similar, or dissimilar, would be expected to impact on the level of attraction. Agreement or disagreement on personally important topics should produce a stronger reinforcement and a more powerful affective response. Results from surveys of naturally occurring friendship pairs (Kandel 1978; HUI and Stull 1987) support this proposal. Some beliefs, those judged äs more relevant to the individual, seemed to better predict the reported levels of friendship and the stability of the friendship relationship. It follows that receiving Information implying perceived similarity on a dimension judged äs important to seif and äs valuable in interpersonal interactions could dramatically affect ratings of interpersonal attraction. Despite the logic of this argument, little attention has been paid to this possibility in the similarity-attraction literature. An early investigation, using the highly controlled ""attraction to a stranger"" procedure found no effect for issue importance (Byrne and Nelson 1964). Attraction changed äs the proportion of similar attitudes changed, regardless of the level of importance. While subsequent studies did find an ""importance"" effect, so long äs important and unimportant issues could be compared (Clore and Baldridge 1968), specific issues that might be expected to affect attraction have not been examined. The present study examined this possibility through an indirect manipulation of perceived similarity of humor appreciation. The question is whether a person would be attracted to a stranger simply because the stranger laughed at the person's rendition of a joke, regardless of the level of agreement on other issues. Humor appreciation was selected äs the dimension of similarity because it is a part of having a sense of humor, which appears to be a generally recognized highly valued characOn the role ofhumor appreciation in interpersonal attraction 79 teristic of seif and of others. For example, in rating one's own sense of humor, individuals tend to have highly inflated views of their position relative to others. In two different samples, over 90 percent of respondents claimed to have average to above average senses ofhumor (Allport 1961; Lefcourt and Martin 1986). Given that so few individuals are wüling to admit to having a below average sense ofhumor, this must be a characteristic closely tied to positive definitions of seif. Humor appreciation has been considered a component of multidimensional definitions of sense of humor (Sveback 1974; Thorson and Powell 1993a), and has emerged äs a factor in recent attempts to validate a sense of humor scale (Thorson and Powell 1993a, 1993b). Sense of humor also has been shown to be a highly desirable quality in others, at least in heterosexual relationships. Murstein and Brust (1985) had students in dating relationships rate a series of humorous Stimuli, and rate their attraction to their partner. They found that similarity in humor ratings was associated with higher levels of loving, liking, and predisposition to marry. More recently, Buss (1988) conducted a series of studies to identify effective behaviors for attracting members of the opposite sex. College students were asked to rate a large set of behaviors thought to be relevant to ""courting"" success. From these ratings, Buss generated lists of the ""20 most effective male acts"" and the ""20 most effective female acts"" for attracting the opposite sex. For both males and for females, the act that was at the top of the list, the most effective act for both groups, was ""displaying a good sense of humor"". Obviously, sense of humor, äs a personal quality, is potentially very important, and perceived similarity of humor appreciation, äs it implies a good sense of humor, could dramatically affect perceptions of interpersonal attraction. In the present study, perceptions ofhumor appreciation similarity were manipulated in same-sex pairs, and the impact of this perceived humor similarity was compared to similarity on other attitudinal dimensions. If humor appreciation similarity is of no particular importance in interpersonal attraction, discovering similarity, or dissimilarity, should only minimally affect attraction. The proportion of perceived similar attitudes would be altered only slightly. Alternatively, if humor appreciation is a highly valued factor, then discovering similarity should significantly alter ratings of attraction. Participants will ""discover"" that they share many similar or few similar attitudes with a ""stranger"". The participants will then conduct a controlled interaction with the ""stranger"" during which they learn that the 80 A. Cann, L. G. Calhoun, and J. S. Banks ""stranger"" shares or does not share their appreciation of humor. Given the assumed potency of humor appreciation äs an interpersonal variable, it is predicted that perceived agreement on humor will negate the negative effects of disagreement on other attitudinal issues. Thus, attraction should be greatest when other attitudes and humor are all similar, slightly lower when humor similarity is present, despite attitudinal dissimilarity, and still lower when humor similarity is not confirmed, but other attitudes are similar. Attraction would be lowest when neither source of similarity is strong.",95317243,83,21,
10.1371/JOURNAL.PONE.0274860,Originality in online dating profile texts: How does perceived originality affect impression formation and what makes a text original?,"Tess van der Zanden, Alexander P. Schouten, Maria B. J. Mos, Emiel J. Krahmer",(missing journal),2022,"This paper investigates origins and consequences of perceived profile text originality. The first goal was to examine whether the perceived originality of authentic online dating profile texts affects online daters' perceptions of attractiveness, and whether perceptions of (less) desired partner personality traits mediate this effect. Results showed the positive impact of perceived profile text originality on impression formation: text originality positively affects perceptions of intelligence and sense of humor, which improve impressions of attractiveness and boost dating intention. The second goal was to explore what profile text features increase perceptions of profile text originality. Results revealed profile texts which were stylistically original (e.g., include metaphors) and contained more and concrete self-disclosure statements were considered more original, explaining almost half of the variance in originality scores. Taken together, our results suggest that perceived originality in profile texts is manifested in both meaning and form, and is a balancing act between novelty and appropriateness.",251374975,0,60,36260558
10.1007/S12144-023-04432-4,"People with higher relationship satisfaction use more humor, valuing, and receptive listening to regulate their partner's emotions","Sarah A. Walker, R. Pinkus, S. Olderbak, C. MacCann","Current Psychology (New Brunswick, N.j.)",2023,"The emotional experiences you have with a romantic partner shape how satisfied you are in your relationship. Engaging in attempts to make a romantic partner feel better is linked with better relationship outcomes. However, it is not yet clear which specific processes people use to regulate their partners� emotions, nor which processes are most strongly linked with relationship satisfaction. In the current study of 277 individuals (55% female), we tested the extent to which eight extrinsic emotion regulation processes (expressive suppression, downward social comparison, humor, distraction, direct action, reappraisal, receptive listening, and valuing) predict relationship satisfaction. Six of the eight processes showed significant positive correlations with relationship satisfaction, with the strongest associations for valuing (r?=?.43), humor (r?=?.33), and receptive listening (r?=?.27). Relative weights were significant only for valuing, humor, and receptive listening, suggesting that these are the most important predictors of relationship satisfaction. Results are discussed in terms of the distinction between intrinsic and extrinsic regulation processes and the potential importance of motives for regulation.",254897477,0,59,
10.1515/HUMR.14.2.117,Perceived personality associations with differences in sense of humor: Stereotypes of hypothetical others with high or low senses of humor,"A. Cann, L. Calhoun",(missing journal),2001,"Having a high sense of humor has been found to be a general social asset, but there has been no assessment of the specific qualities that are assumed to be associated with variations in sense of humor. Two studies were conducted to examine the assumptions observers would make about the personal qualities associated with varying levels of sense of humor. In the first study, participants (150 female and 86 male college students) were asked to use a set of adjectives to rate individuals described as varying in sense of humor. The overall pattern of results indicated that, compared to persons described as “typical” or “below average” in sense of humor, individuals described as “well above average” were rated more highly on socially desirable adjectives, lower on socially undesirable adjectives, but no different on adjectives reflecting social sensitivity. In the second study, participants (120 female and 49 male college students) were asked to use a measure of the “big five” personality traits to rate individuals described as varying in sense of humor. Results indicated that individuals described as being “well above average” in sense of humor were perceived as lower in neuroticism and higher in agreeableness than “typical”, or “below average” sense of humor others. The findings of these two studies confirm the importance of a high sense of humor as a social asset, and provide some clarity concerning the likely underlying bases for the positive expectations sense of humor generates in observers.",157344497,109,20,
10.1177/1066480706297847,Play in Couples Counseling,"Montserrat Casado-Kehoe, Linda M. Vanderbleek, Page L. Thanasiu",The Family Journal,2007,"Recent couple counseling research has identified the common factors in long-term relationships. With this increased understanding of common factors, couple counselors can focus on interventions that affect common factors to improve couple relationships. Researchers have found the focus on improving common factors in couple relationships is effective in improving couple stability and satisfaction. Although researchers have not considered couple play as an intervention to affect common factors, couples counselors and theorists have proposed a strong relationship between play and successful, long-term couple relationships. The research on adult play and humor also support the possibility for couple play as an intervention in couples counseling. The possible positive effects of couple play on common factors and implications for interventions are discussed.",86626417,15,11,
10.1177/0265407518788197,Positive humor in couples as interpersonal emotion regulation: A dyadic study in everyday life on the mediating role of psychological intimacy,"Andrea B. Horn, Andrea Christiane Samson, Anik Debrot, Meinrad Perrez",Journal of Social and Personal Relationships,2019,The aim of this study was to investigate daily positive humor in couples as an interpersonal emotion regulation strategy. Associated changes in psychological intimacy were tested as a possible soci...,79668851,43,58,
10.1016/J.EVOLHUMBEHAV.2005.09.001,Production and appreciation of humor as sexually selected traits,"Eric R. Bressler, Rod A. Martin, Sigal Balshine",Evolution and Human Behavior,2006,"Abstract  Both men and women prefer someone with a  sense of  as a relationship partner. However, two recent studies have shown that men are not attracted to funny women, suggesting the sexes use the phrase good sense of humor differently. To investigate this question, we measured the importance participants placed on a partner's production of humor vs. receptivity to their own humor. Men emphasized the importance of their partners' receptivity to their own humor, whereas women valued humor production and receptivity equally. In a second task, participants chose whether they preferred a person who only produced humor or a person who only appreciated their own humor for several types of relationships. Women preferred those who produced humor for all types of relationships, whereas men preferred those who were receptive to their own humor, particularly for sexual relationships. Our results suggest that sexual selection may have operated on men's and women's preferences during humorous interaction in dramatically different ways.",203932345,163,22,
10.1111/PERE.12095,Putting Laughter in Context: Shared Laughter as Behavioral Indicator of Relationship Well-Being.,"Laura E. Kurtz, Sara B. Algoe",Personal Relationships,2015,"Laughter is a pervasive human behavior that most frequently happens in a social context. However, data linking the behavior of laughter with psychological or social outcomes is exceptionally rare. Here, we draw attention to shared laughter as a useful objective marker of relationship well-being. Spontaneously-generated laughs of 71 heterosexual romantic couples were coded from a videorecorded conversation about how the couple first met. Multilevel models revealed that, while controlling for all other laughter present, the proportion of the conversation spent laughing simultaneously with the romantic partner was uniquely positively associated with global evaluations of relationship quality, closeness, and social support. Results are discussed with respect to methodological considerations and theoretical implications for relationships and behavioral research more broadly.",189718953,57,51,26957946
10.1007/S12144-023-04594-1,Relationship between attachment styles and mental well-being among young adults: Role of benevolent humor,"R. Riaz, Sadia Malik",Current Psychology,2023,"The purpose of the present study was to examine the relationship between attachment styles and mental well-being. It was further intended to examine the mediating role of humor (benevolent). Four hundred young adults (men?=?197, women?=?203) mean age of participants was 20.97 (SD?=?6.41) participated in this study by completing a paper and pencil survey. The sample was approached through a convenient sampling technique. To collect data, the following scales were used, Benevolent Humor Subscale (Heintz et al., in�Frontiers in psychology, 9, 92,�2018), Adult Attachment Scale (Collins & Read, in�Journal of Personality and Social Psychology, 58(4), 644,�1990), and Short Warwick-Edinburgh Mental Health Well-being Scale (Hauch et al., in�Scandinavian Journal of Public Health,�2022). Correlation analysis showed that attachment styles significantly negatively relate to benevolent humor and mental well-being. Whereas, a significant positive relationship was found between benevolent humor and mental well-being. Results of mediation analysis showed that when an indirect effect of benevolent humor has been controlled, both attachment styles such as attachment anxiety and attachment avoidance significantly predicted mental well-being suggesting partial mediation. Inclusively the study has many implications in the different fields for young adults and researchers.",258570292,0,27,
10.1515/HUMOR-2014-0015,Relationship-focused humor styles and relationship satisfaction in dating couples: A repeated-measures design,"Sara M. Caird, R. Martin",(missing journal),2014,"This investigation used a repeated-measures diary methodology to examine associations between humor styles used in the context of dating relationships and relationship satisfaction over time. Over a period of three weeks, undergraduate students (N = 136) completed seven online questionnaires that assessed their relationship satisfaction and dissatisfaction and their use of humor styles with their dating partners over the previous three days. This study represents a departure from previous cross-sectional designs that focus on between-person correlations. Results from the within-person level (i.e., changes within individuals over time), as well as the between-persons level are reported. For some humor styles, within-person findings mirrored between-person findings. For example, affiliative humor use at both levels was positively associated with relationship satisfaction. However, other humor styles revealed different effects at the two levels of analysis. For instance, aggressive humor was negatively associated with relationship satisfaction at the between- but not the within-persons level. A significant cross-level interaction was also found. A strong negative association between daily self-defeating humor and relationship satisfaction was found only for individuals who used high levels of this humor style overall. In contrast, no within-person association was found for those who rarely used this type of humor.",128415244,41,29,
10.1080/08824096.2012.746224,"Relationships Among Humor, Coping, Relationship Stress, and Satisfaction in Dating Relationships: Replication and Extension","Lori E. Vela, Melanie Booth-Butterfield, Melissa Bekelja Wanzer, Jessalyn I. Vallade",Communication Research Reports,2013,"This study applies the Transactional Theory of Emotion and Coping to understand how dating partners use humor to cope with relationship stress. College students (n = 244) reported on their perceptions of humor orientation, coping efficacy, relationship stress, and relationship satisfaction. As predicted by the transactional framework, the relationship between humor orientation and relationship stress was mediated by coping efficacy, while the model provided partial support for coping efficacy as a mediator of humor orientation and relationship satisfaction. Frequent positive humor use by dating partners in long distance (n = 66) and geographically close (n = 178) relationships resulted in greater coping efficacy, reduced levels of relationship stress, and increased relationship satisfaction. Findings from this study provide support for the use of the Transactional Theory of Emotion and Coping as a means of understanding the complex relationships among humor orientation, coping, relationship stress, and re...",36233782,20,36,
10.1111/PERE.12379,"Self, partner, and observers' humor perceptions: Relative validity of ratings across sources","Jia Y. Chong, Jaclyn C. Theisen, R. C. Fraley, Brian G. Ogolsky",(missing journal),2021,"Prior studies examining humor in romantic relationships often assume that behavioral ratings obtained from different sources (i.e., self, partner, and observer) are interchangeable. However, it is unclear if humor ratings across sources reflect a common construct. The current study (N�=�160 couples,�Mage�=�20?years,�Mrelationshiplength�=�15?months) investigated whether partner and observer ratings of humor offer unique information beyond actor ratings. Additionally, the relative predictive validity of humor ratings was evaluated. In general, the results showed that ratings tend to converge across sources. In addition, partner and observer ratings generally did not explain unique variance beyond self-ratings. These results suggest that rating sources for assessing humor are largely interchangeable, with a few exceptions. This study offers recommendations for the methodological consideration of rating sources regarding humor reports in close relationships.",220114836,0,58,
10.1037/0022-3514.45.6.1313,Sense of humor as a moderator of the relation between stressors and moods.,"R. Martin, H. Lefcourt",(missing journal),1983,"Three studies are reported that investigated the hypothesis, long held by theorists, therapists, and laypersons alike, that a sense of humor reduces the deleterious impact of stressful experiences. In each study a negative-life-events checklist was used to predict stress scores on a measure of mood disturbance. These studies made use of different measures of subjects' sense of humor, including four selfreport scales and two behavioral assessments of subjects' ability to produce humor under nonstressful and mildly stressful conditions. Hierarchical multiple regression analyses revealed that five of the six humor measures produced a significant moderating effect on the relation between negative life events and mood disturbance. Subjects with low humor scores obtained higher correlations between these two variables than did those with high humor scores. These results provide initial evidence for the stress-buffering role of humor. The notion that humor possesses therapeutic properties has long enjoyed popular support. This idea can be traced at least as far back as the ancient biblical maxim that ""a merry heart doeth good like a medicine"" (Proverbs 17:22), and it has gained recent support from the account of Norman Cousins's (1979) recovery from a serious collagen disea.se through massive doses of laughter and vitamin C. Recently, Dixon (1980) cogently argued that humor may have evolved as a uniquely human strategy for coping with stress.",104392050,679,39,
10.1016/J.JRP.2019.103886,Sex Differences in Humor Production Ability: A Meta-Analysis,"Gil Greengross, Paul J. Silvia, Emily C. Nusbaum",Journal of Research in Personality,2020,"We offer the first systematic quantitative meta-analysis on sex differences in humor production ability. We included studies where participants created humor output that was assessed for funniness by independent raters. Our meta-analysis includes 36 effect sizes from 28 studies published between 1976 and 2018 (N = 5057, 67% women). Twenty of the 36 effect sizes, accounting for 61% of the participants, were not previously published. Results based on random-effects model revealed that men's humor output was rated as funnier than women's, with a combined effect size d = 0.321. Results were robust across various moderators and study characteristics, and multiple tests indicated that publication bias is unlikely. Both evolutionary and cultural explanations were considered and discussed.",172720549,28,118,
10.1177/147470491501300110,"Sex Differences in Preferences for Humor: A Replication, Modification, and Extension","L. S. Hone, Will Hurwitz, D. Lieberman",Evolutionary psychology : an international journal of evolutionary approaches to psychology and behavior,2015,"Evolutionary-minded scientists have proposed that humor is a sexually selected trait in men that signals mate quality. Indeed, women tend to prefer men who make them laugh and men tend to prefer women who laugh at their jokes. However, it is unclear how robust this pattern is. Here we report a replication of one of the first studies (Bressler, Martin, and Balshine, 2006) to examine the sex differences in preferences for humor receptivity versus humor production. We replicate Bressler et al.'s (2006) findings that men prefer women who are receptive to their humor whereas women prefer men who produce humor. These findings held even after we modified Bressler et al.'s questionnaire for better conceptual validity. Furthermore, using a separate measure designed to assess trade-offs, we found that men viewed humor receptivity as a necessity and humor production as a luxury when they were asked to create an ideal long-term partner. For women, it was just the opposite. These results bolster the claim that sexual selection has shaped sex differences regarding preferences for a prospective mate's sense of humor and that what one means by “sense of humor” can vary.",44260720,29,27,25670631
10.1177/1474704915598918,Sexual Selection and Humor in Courtship: A Case for Warmth and Extroversion,Jeffrey A. Hall,Evolutionary Psychology,2015,"This investigation examines a sexual selection-based argument regarding humor’s role in courtship (i.e., humor production signals intelligence/creativity). Lens model (n =100) analyses suggest that...",261251994,32,32,
10.1037/0033-295X.100.2.204,Sexual strategies theory: an evolutionary perspective on human mating.,"D. Buss, D. Schmitt",Psychology Review,1993,"This article proposes a contextual-evolutionary theory of human mating strategies. Both men and women are hypothesized to have evolved distinct psychological mechanisms that underlie short-term and long-term strategies. Men and women confront different adaptive problems in short-term as opposed to long-term mating contexts. Consequently, different mate preferences become activated from their strategic repertoires. Nine key hypotheses and 22 predictions from Sexual Strategies Theory are outlined and tested empirically. Adaptive problems sensitive to context include sexual accessibility, fertility assessment, commitment seeking and avoidance, immediate and enduring resource procurement, paternity certainty, assessment of mate value, and parental investment. Discussion summarizes 6 additional sources of behavioral data, outlines adaptive problems common to both sexes, and suggests additional contexts likely to cause shifts in mating strategy.",261187815,3760,83,8483982
10.1016/J.EVOLHUMBEHAV.2012.07.002,Sharing the joke: The size of natural laughter groups,"Guillaume Dezecache, Robin I. M. Dunbar",Evolution and Human Behavior,2012,"Recent studies suggest that laughter plays an important role in social bonding. Human communities are much larger than those of other primates and hence require more time to be devoted to social maintenance activities. Yet, there is an upper limit on the amount of time that can be dedicated to social demands, and, in nonhuman primates, this sets an upper limit on social group size. It has been suggested that laughter provides the additional bonding capacity in humans by allowing an increase in the size of the “grooming group.” In this study of freely forming laughter groups, we show that laughter allows a threefold increase in the number of bonds that can be “groomed” at the same time. This would enable a very significant increase in the size of community that could be bonded.",116532055,100,53,
10.5964/EJOP.V12I3.1105,Strategically Funny: Romantic Motives Affect Humor Style in Relationship Initiation,"Theresa E. DiDonato, Brittany K. Jakubiak",Europe’s Journal of Psychology,2016,"Not all humor is the same, yet little is known about the appeal of specific humor styles in romantic initiation. The current experimental study addresses this gap by investigating how romantic motives (short-term or long-term) affect individuals’ anticipated use of, and response to, positive humor and negative humor. Heterosexual participants (n = 224) imagined the pursuit of either a desired short-term or long-term relationship, indicated the extent to which they would produce positive and negative humor, and reported how their own interest would change in response to the imaginary target’s use of positive or negative humor. Results revealed that individuals are strategic in their humor production as a function of relational motives. Individuals produced positive humor in both contexts but limited their use of negative humor when pursuing a long-term relationship. The target’s positive humor increased individuals’ attraction, especially women’s, and although negative humor boosted attraction, it did not boost attraction more for short-term than long-term relationships. Findings extend a trait-indicator model of humor and their implications are discussed in light of other theoretical perspectives.",227539724,13,56,27547256
10.1007/S12144-017-9770-X,Styles of humor and social skills in students. Gender differences,"Carlos Salavera, Pablo Usán, Laurane Jarie",Current Psychology,2020,"Styles of humor and social skills could significantly determine a person’s functioning. This study aimed to analyze whether styles of humor and social skills correlate, and also the relation that links these variables according to gender. We employed the Humor Styles Questionnaire (HSQ) and the Social Skills Scale (EHS, in Spanish) to assess 643 participants. The results showed that males used styles of humor (Affiliative, Self-enhancing, Aggressive and Self-defeating) more than females. We found gender differences for social skills only in the factors Expression of disapproval (higher scores for females) and Say no and interrupt interactions (higher scores for males). The data indicate correlations among the factors styles of humor and social skills, but not in them all. When we formed groups that allowed the classification of participants according to styles of humor and social skills, females showed a more even distribution, while three of every four males obtained high levels for styles of humor (except for Self-defeating humor) and social skills (except for Making requests). The model created with styles of humor and social skills indicated an optimum fit: χ2(25) = 56.921 p < 0.001; χ2/gl =2.27; CFI = 0.97; NFI = 0.94; TLI = 0.94; RMSEA = 0.044, 95%CI (0.029–0.060), with minor gender differences in the relation between styles of humor and social skills. In conclusion, this research shows how males scored higher than females for all four humor styles and dimensions, and not only for negative humor styles as in previous research works. We found that gender differences for social skills revealed only two factors, which may be related to the use of negative humor styles (Expression of disapproval and Say no and interrupt interactions). Finally, one in every three males and two in every three females had problems in some, or several, sections to manage styles of humor and social skills. Hence we should work on this matter in classrooms. Further research on the interpersonal context of humor and the role of gender in humor styles and social skills is warranted.",91025438,19,49,
10.1016/J.CHB.2019.08.009,"Swiping more, committing less: Unraveling the links among dating app use, dating app success, and intention to commit infidelity","Cassandra Alexopoulos, Elisabeth Timmermans, Jenna McNallie",(missing journal),2020,"The present study was conducted to explore the cognitive processes linking people's perceptions of their mobile dating app experience and their intention to commit infidelity. Three hundred and ninety-five participants were recruited through a U.S. based university (44.6%) and MTurk (55.4%). Our results indicate that people's perceived success on a dating app was positively associated with their intention to commit infidelity through self-perceived desirability, and negatively associated with their intention to commit infidelity through perceived amount of available partners. These findings are discussed in light of theories of relational investment.",59893080,40,76,
10.1098/RSTB.2021.0187,Tendency to laugh is a stable trait: findings from a round-robin conversation study,"Adrienne Wood, Emma Templeton, Jessica Morrel, Frederick Schubert, Thalia Wheatley, Adrienne Wood, Emma Templeton, Jessica Morrel, Frederick Schubert, Thalia Wheatley",(missing journal),2022,"People often laugh during conversation. Who is more responsible for the laughter, the person laughing or their partner for eliciting it? We used a round-robin design where participants (N = 66) engaged in 10 different conversations with 10 same-gender strangers and counted the instances of laughter for each person in each conversation. After each conversation, participants rated their perceived similarity with their partner and how much they enjoyed the conversation. More than half the variability in the amount a person laughed was attributable to the person laughing-some people tend to laugh more than others. By contrast, less than 5% of the variability was attributable to the laugher's partner. We also found that the more a person laughed, the more their partners felt similar to them. Counterintuitively, laughter negatively predicted conversation enjoyment. These findings suggest that, in conversations between strangers, laughter may not be a straightforward signal of amusement, but rather a social tool. We did not find any personality predictors of how much a person laughs or elicits laughter. In summary, how much a person laughs in conversation appears to be a stable trait associated with being relatable, and is not necessarily reflective of enjoyment. This article is part of the theme issue 'Cracking the laugh code: laughter through the lens of biology, psychology and neuroscience'.",135181310,1,59,36126663
10.3389/FPSYG.2015.01296,That's not funny! - But it should be: effects of humorous emotion regulation on emotional experience and memory.,"Lisa Kugler, Christof Kuhbandner",Frontiers in Psychology,2015,"Previous research has shown that humorous reappraisal can reduce elicited negative emotions, suggesting that humor may be a functional strategy to cope with emotionally negative situations. However, the effect of humorous reappraisal on later memory about the emotion-eliciting situation is currently unknown, although this is crucial for more adaptive responding in future situations. To address this issue, we examined the effects of humorous reappraisal on both emotional experience and memory, compared to non-humorous rational reappraisal and a non-reappraisal control condition. Replicating previous findings, humorous reappraisal reduced evoked negative valence and arousal levels very effectively, and the down-regulation of experienced negative emotions was even more pronounced after humorous compared to rational reappraisal. Regarding later memory for emotion-eliciting stimuli, both humorous and rational reappraisal reduced free recall, but recognition memory was unaffected, with memory strength being stronger after humorous than after rational reappraisal. These results indicate that humor seems to be indeed an optimal strategy to cope with negative situations because humor can help us to feel better when confronted with negative stimuli, but still allows us to retrieve stimulus information later when afforded to do so by the presence of appropriate contextual features.",52441105,30,28,26379608
